Epoch,Data Loss,Total Loss
83,0.3295683,0.15307267
84,0.3293559,0.15304762
85,0.32899323,0.15302303
86,0.32852975,0.1529962
87,0.32801542,0.15296662
88,0.32749498,0.152936
89,0.3270068,0.1529068
90,0.32657772,0.15288159
91,0.32622436,0.15286088
92,0.32595223,0.15284376
93,0.3257593,0.15282826
94,0.32563853,0.15281224
95,0.32557926,0.15279445
96,0.32556847,0.15277474
97,0.32559165,0.1527538
98,0.32563502,0.15273273
99,0.32568443,0.1527126
100,0.3257279,0.1526942
101,0.3257534,0.15267764
102,0.3257505,0.15266255
103,0.3257107,0.15264845
104,0.32562983,0.15263477
105,0.32550812,0.15262106
106,0.3253492,0.152607
107,0.32516328,0.15259278
108,0.3249636,0.15257883
109,0.32476416,0.15256557
110,0.32458004,0.15255329
111,0.32442456,0.15254211
112,0.32430914,0.1525317
113,0.32424137,0.15252152
114,0.32422364,0.15251116
115,0.32425338,0.15250044
116,0.32432404,0.1524894
117,0.32442576,0.15247834
118,0.32454613,0.15246756
119,0.32467154,0.1524572
120,0.32478914,0.15244731
121,0.32489017,0.15243772
122,0.3249667,0.1524282
123,0.32501528,0.15241864
124,0.3250359,0.15240914
125,0.32503036,0.15239969
126,0.32500386,0.15239045
127,0.32496226,0.15238146
128,0.32491127,0.15237272
129,0.32485634,0.15236425
130,0.3248024,0.15235595
131,0.32475322,0.15234779
132,0.32471082,0.15233968
133,0.32467768,0.15233165
134,0.3246538,0.15232363
135,0.32463962,0.15231574
136,0.32463455,0.15230791
137,0.3246369,0.1523002
138,0.32464358,0.15229261
139,0.3246521,0.15228517
140,0.32465944,0.15227781
141,0.32466245,0.15227051
142,0.3246578,0.15226328
143,0.32464355,0.15225613
144,0.32461932,0.15224908
145,0.32458544,0.15224215
146,0.32454273,0.15223537
147,0.32449332,0.1522287
148,0.32444054,0.15222211
149,0.3243884,0.1522156
150,0.32434115,0.15220919
151,0.32430264,0.15220284
152,0.324275,0.1521966
153,0.32425904,0.1521904
154,0.32425436,0.15218426
155,0.3242589,0.15217823
156,0.32427007,0.15217228
157,0.32428482,0.15216641
158,0.3242995,0.15216064
159,0.3243108,0.15215497
160,0.32431608,0.1521494
161,0.32431313,0.15214387
162,0.3243017,0.15213841
163,0.32428265,0.15213305
164,0.3242579,0.15212779
165,0.32423046,0.15212256
166,0.3242024,0.15211746
167,0.32417628,0.1521124
168,0.3241544,0.15210737
169,0.32413793,0.15210241
170,0.3241275,0.15209754
171,0.32412285,0.15209273
172,0.32412305,0.15208796
173,0.32412645,0.15208322
174,0.32413113,0.15207855
175,0.3241353,0.15207395
176,0.3241367,0.1520694
177,0.32413468,0.15206493
178,0.32412806,0.15206048
179,0.3241168,0.15205611
180,0.32410097,0.15205179
181,0.32408223,0.15204753
182,0.32406256,0.15204333
183,0.32404354,0.15203921
184,0.32402608,0.15203516
185,0.32401034,0.1520312
186,0.3239968,0.15202728
187,0.32398617,0.1520234
188,0.32397833,0.15201962
189,0.32397267,0.15201584
190,0.323969,0.15201212
191,0.32396677,0.15200847
192,0.32396543,0.15200488
193,0.32396352,0.15200138
194,0.32395968,0.15199792
195,0.32395267,0.15199451
196,0.32394212,0.1519911
197,0.3239288,0.15198779
198,0.3239137,0.1519845
199,0.32389852,0.15198126
200,0.3238841,0.15197808
201,0.32387173,0.15197495
202,0.32386193,0.15197183
203,0.32385457,0.15196878
204,0.32385015,0.15196581
205,0.32384807,0.15196286
206,0.323848,0.15195994
207,0.32384917,0.15195706
208,0.32385078,0.15195423
209,0.32385162,0.15195145
210,0.3238508,0.15194868
211,0.32384774,0.15194593
212,0.3238422,0.15194325
213,0.32383466,0.15194061
214,0.32382613,0.15193804
215,0.32381764,0.1519355
216,0.3238096,0.151933
217,0.32380253,0.15193051
218,0.32379687,0.15192808
219,0.3237911,0.15192573
220,0.32378542,0.15192339
221,0.32377958,0.15192106
222,0.32377282,0.1519188
223,0.32376495,0.15191655
224,0.32375655,0.15191436
225,0.32374814,0.15191217
226,0.32374054,0.15191004
227,0.32373387,0.15190789
228,0.32372847,0.15190582
229,0.32372457,0.15190378
230,0.32372138,0.15190175
231,0.32371876,0.15189973
232,0.32371736,0.15189776
233,0.3237167,0.15189576
234,0.32371637,0.15189382
235,0.32371664,0.15189192
236,0.32371673,0.15189002
237,0.32371533,0.15188813
238,0.32371178,0.15188625
239,0.3237061,0.15188442
240,0.3236988,0.15188262
241,0.323691,0.15188082
242,0.32368398,0.15187904
243,0.3236778,0.1518773
244,0.32367256,0.15187559
245,0.32366794,0.15187389
246,0.32366332,0.15187226
247,0.32365808,0.15187062
248,0.32365265,0.15186901
249,0.32364708,0.1518674
250,0.32364088,0.15186583
251,0.32363385,0.15186423
252,0.32362697,0.15186265
253,0.32362062,0.15186113
254,0.3236152,0.1518596
255,0.3236104,0.15185809
256,0.32360643,0.15185662
257,0.32360289,0.15185517
258,0.32359982,0.15185374
259,0.3235974,0.15185234
260,0.32359478,0.15185094
261,0.32359213,0.15184957
262,0.32358912,0.1518482
263,0.32358533,0.15184686
264,0.32358038,0.15184554
265,0.32357526,0.15184423
266,0.3235704,0.15184295
267,0.3235662,0.15184169
268,0.32356334,0.15184045
269,0.32356143,0.15183926
270,0.32355943,0.15183805
271,0.3235566,0.15183686
272,0.32355088,0.15183568
273,0.32354346,0.15183452
274,0.3235354,0.15183337
275,0.32352823,0.1518322
276,0.32352275,0.15183109
277,0.323519,0.15182997
278,0.3235169,0.15182886
279,0.32351524,0.15182775
280,0.3235137,0.1518267
281,0.32351136,0.15182562
282,0.32350793,0.15182455
283,0.32350373,0.1518235
284,0.32349882,0.15182246
285,0.32349467,0.15182145
286,0.32348984,0.15182045
287,0.323484,0.15181944
288,0.32347748,0.15181845
289,0.32347,0.15181749
290,0.3234634,0.15181652
291,0.32345977,0.15181555
292,0.32345724,0.1518146
293,0.32345572,0.15181366
294,0.32345307,0.15181267
295,0.32344893,0.15181175
296,0.323444,0.15181081
297,0.3234386,0.15180989
298,0.3234325,0.15180896
299,0.32342598,0.15180807
300,0.32341903,0.15180719
301,0.3234124,0.15180627
302,0.32340795,0.1518054
303,0.3234061,0.15180452
304,0.3234062,0.15180364
305,0.32340685,0.15180278
306,0.3234079,0.15180193
307,0.32340956,0.15180108
308,0.3234097,0.15180025
309,0.3234083,0.15179946
310,0.32340473,0.15179865
311,0.32339916,0.15179785
312,0.32339188,0.15179704
313,0.3233846,0.15179627
314,0.32337835,0.15179549
315,0.32337436,0.15179472
316,0.32337195,0.15179394
317,0.32336968,0.15179317
318,0.3233667,0.1517924
319,0.32336217,0.15179166
320,0.32335642,0.15179087
321,0.32335097,0.15179013
322,0.32334596,0.15178937
323,0.32334208,0.1517886
324,0.32333916,0.15178788
325,0.3233362,0.15178716
326,0.32333177,0.1517864
327,0.32332572,0.15178567
328,0.32332003,0.15178496
329,0.3233154,0.15178427
330,0.32331118,0.15178357
331,0.3233076,0.15178287
332,0.3233061,0.15178218
333,0.32330483,0.1517815
334,0.323303,0.1517808
335,0.32330146,0.15178016
336,0.32329932,0.15177952
337,0.3232955,0.15177888
338,0.32329276,0.15177825
339,0.3232899,0.15177763
340,0.32328686,0.15177698
341,0.32328185,0.15177637
342,0.32327676,0.15177576
343,0.32327494,0.15177518
344,0.32327476,0.15177459
345,0.32327536,0.15177399
346,0.323275,0.1517734
347,0.32327315,0.15177283
348,0.32327086,0.15177223
349,0.323269,0.15177163
350,0.3232692,0.15177104
351,0.3232698,0.15177047
352,0.3232698,0.15176988
353,0.32326818,0.15176931
354,0.32326326,0.15176871
355,0.32325727,0.15176815
356,0.32325003,0.15176761
357,0.32324243,0.15176702
358,0.32323563,0.15176646
359,0.3232311,0.1517659
360,0.32322934,0.15176535
361,0.32322904,0.15176478
362,0.32322899,0.15176421
363,0.3232281,0.15176366
364,0.32322615,0.15176308
365,0.32322246,0.15176252
366,0.32321748,0.15176192
367,0.323212,0.15176135
368,0.32320794,0.15176079
369,0.32320425,0.15176022
370,0.32320204,0.15175965
371,0.32319883,0.15175907
372,0.32319525,0.15175849
373,0.32319352,0.15175791
374,0.32319373,0.15175734
375,0.32319477,0.15175676
376,0.32319608,0.15175618
377,0.3231965,0.1517556
378,0.32319447,0.15175503
379,0.3231899,0.15175447
380,0.32318446,0.1517539
381,0.3231808,0.15175334
382,0.3231785,0.15175276
383,0.32317725,0.15175219
384,0.32317564,0.1517516
385,0.32317322,0.15175104
386,0.32316938,0.15175046
387,0.3231641,0.15174991
388,0.32315746,0.15174934
389,0.32315123,0.15174879
390,0.32314822,0.15174825
391,0.32314909,0.15174773
392,0.32315218,0.15174723
393,0.3231523,0.15174672
394,0.32314888,0.15174618
395,0.32314238,0.15174565
396,0.32313558,0.15174516
397,0.32313165,0.15174466
398,0.32313073,0.15174417
399,0.3231326,0.15174368
400,0.32313517,0.1517432
401,0.3231373,0.15174271
402,0.32313797,0.15174225
403,0.3231368,0.15174176
404,0.32313442,0.15174127
405,0.3231331,0.15174079
406,0.32313207,0.15174033
407,0.32312986,0.15173984
408,0.32312715,0.15173936
409,0.3231253,0.15173885
410,0.32312372,0.15173838
411,0.3231218,0.1517379
412,0.3231203,0.15173742
413,0.32312,0.15173693
414,0.32311788,0.15173645
415,0.32311422,0.15173596
416,0.32311025,0.15173548
417,0.3231099,0.15173498
418,0.32311034,0.15173449
419,0.32311073,0.15173401
420,0.32310918,0.15173352
421,0.32310662,0.15173301
422,0.32310423,0.15173253
423,0.32310206,0.15173204
424,0.3231006,0.15173157
425,0.32309967,0.15173109
426,0.3230978,0.1517306
427,0.3230947,0.15173009
428,0.32309264,0.15172961
429,0.32309115,0.1517291
430,0.32308966,0.15172862
431,0.32308805,0.15172812
432,0.3230863,0.15172766
433,0.3230837,0.15172714
434,0.32308066,0.15172668
435,0.32307997,0.15172619
436,0.3230796,0.15172571
437,0.32307905,0.1517252
438,0.32307926,0.15172474
439,0.32307774,0.15172428
440,0.32307574,0.1517238
441,0.32307374,0.15172333
442,0.32307008,0.15172288
443,0.3230643,0.15172239
444,0.32306027,0.15172195
445,0.32305625,0.15172149
446,0.3230525,0.15172108
447,0.32304975,0.15172061
448,0.32304847,0.15172018
449,0.32304743,0.15171972
450,0.32304984,0.15171929
451,0.32305175,0.15171885
452,0.32305494,0.15171842
453,0.3230555,0.15171799
454,0.3230532,0.15171757
455,0.3230502,0.15171716
456,0.3230466,0.15171672
457,0.32304484,0.1517163
458,0.32304364,0.15171587
459,0.32304105,0.15171544
460,0.32303843,0.15171503
461,0.32303813,0.15171461
462,0.32303938,0.1517142
463,0.32303914,0.15171377
464,0.32303715,0.15171339
465,0.32303086,0.15171297
466,0.323025,0.15171254
467,0.323023,0.15171215
468,0.32302114,0.15171173
469,0.3230186,0.15171134
470,0.32301548,0.15171093
471,0.32301366,0.15171054
472,0.32301474,0.15171014
473,0.32301733,0.15170975
474,0.3230196,0.15170935
475,0.3230189,0.15170896
476,0.32301554,0.15170859
477,0.32301044,0.1517082
478,0.32300526,0.15170778
479,0.32300213,0.15170743
480,0.32300013,0.15170702
481,0.32299757,0.15170664
482,0.32299304,0.15170625
483,0.32299018,0.15170585
484,0.32298765,0.15170546
485,0.32298666,0.15170506
486,0.32298455,0.15170468
487,0.32298002,0.15170431
488,0.32297564,0.15170392
489,0.32297418,0.15170354
490,0.32297373,0.15170315
491,0.32297602,0.15170278
492,0.32298002,0.1517024
493,0.3229823,0.15170205
494,0.3229814,0.15170167
495,0.32298043,0.15170132
496,0.32298237,0.15170096
497,0.32298177,0.15170059
498,0.32297823,0.15170023
499,0.322975,0.15169986
500,0.32297203,0.15169951
501,0.32297036,0.15169916
502,0.3229687,0.1516988
503,0.32296738,0.15169841
504,0.32296667,0.15169808
505,0.32296747,0.15169771
506,0.32296696,0.15169734
507,0.3229653,0.15169701
508,0.322963,0.15169662
509,0.3229604,0.1516963
510,0.32295793,0.15169594
511,0.3229542,0.15169556
512,0.32295397,0.1516952
513,0.32295558,0.15169486
514,0.32295707,0.1516945
515,0.32295772,0.15169416
516,0.32295746,0.15169382
517,0.32295617,0.15169346
518,0.32295468,0.15169314
519,0.3229537,0.15169281
520,0.3229541,0.15169245
521,0.32295468,0.15169212
522,0.32295355,0.1516918
523,0.32294944,0.15169147
524,0.322944,0.15169114
525,0.32293808,0.15169081
526,0.3229345,0.15169048
527,0.322931,0.15169016
528,0.32292724,0.15168983
529,0.32292584,0.15168953
530,0.32292452,0.1516892
531,0.32292303,0.15168887
532,0.32292297,0.15168858
533,0.3229245,0.15168828
534,0.32292393,0.15168792
535,0.32292405,0.15168764
536,0.32292464,0.15168731
537,0.32292134,0.151687
538,0.32291943,0.15168668
539,0.3229206,0.15168637
540,0.3229208,0.15168607
541,0.32291597,0.15168574
542,0.32290688,0.15168542
543,0.32290083,0.15168512
544,0.3229009,0.1516848
545,0.32290307,0.15168448
546,0.32290334,0.1516842
547,0.32290184,0.15168387
548,0.32289886,0.15168355
549,0.32289714,0.15168323
550,0.32289565,0.1516829
551,0.3228969,0.1516826
552,0.32289848,0.15168226
553,0.32289457,0.15168196
554,0.32289112,0.15168163
555,0.3228905,0.15168129
556,0.32289156,0.15168098
557,0.32289043,0.15168065
558,0.32288557,0.15168034
559,0.32288292,0.15168
560,0.32288182,0.15167966
561,0.32288292,0.15167937
562,0.32288468,0.15167904
563,0.32288253,0.15167871
564,0.3228776,0.15167838
565,0.32287294,0.15167809
566,0.32287002,0.15167777
567,0.3228729,0.15167746
568,0.3228777,0.15167715
569,0.32287782,0.15167682
570,0.322874,0.1516765
571,0.32286552,0.15167618
572,0.3228589,0.15167588
573,0.32285783,0.15167557
574,0.32286024,0.15167524
575,0.32286474,0.15167496
576,0.32286823,0.15167463
577,0.3228704,0.15167435
578,0.3228688,0.15167403
579,0.3228652,0.15167373
580,0.32285994,0.15167344
581,0.32285482,0.15167311
582,0.3228519,0.15167283
583,0.3228489,0.1516725
584,0.32285067,0.1516722
585,0.32285315,0.15167189
586,0.32285538,0.1516716
587,0.3228562,0.15167132
588,0.3228542,0.15167096
589,0.32284808,0.15167066
590,0.32284242,0.15167037
591,0.32283965,0.15167007
592,0.32284048,0.15166974
593,0.32284567,0.15166943
594,0.32284945,0.1516691
595,0.32284495,0.1516688
596,0.32283556,0.15166849
597,0.32283026,0.15166818
598,0.32282773,0.15166788
599,0.32282826,0.15166754
600,0.32282946,0.15166724
601,0.32282788,0.15166691
602,0.3228273,0.15166663
603,0.3228238,0.15166628
604,0.3228219,0.15166597
605,0.32282257,0.15166566
606,0.3228255,0.15166534
607,0.3228265,0.15166503
608,0.32282633,0.1516647
609,0.32282722,0.15166438
610,0.32282725,0.1516641
611,0.32282618,0.15166377
612,0.32282183,0.15166348
613,0.32281905,0.15166315
614,0.3228163,0.15166284
615,0.32281557,0.15166253
616,0.32281408,0.15166222
617,0.32281163,0.1516619
618,0.3228118,0.15166159
619,0.32281554,0.1516613
620,0.32282,0.15166098
621,0.32282153,0.15166068
622,0.32282004,0.15166035
623,0.32281408,0.15166005
624,0.32280585,0.15165973
625,0.32280254,0.1516594
626,0.32280597,0.15165909
627,0.32281423,0.15165874
628,0.3228213,0.1516584
629,0.3228206,0.15165807
630,0.32281384,0.15165775
631,0.32280502,0.1516574
632,0.32280034,0.15165707
633,0.32280216,0.15165673
634,0.32280487,0.15165636
635,0.3228064,0.15165605
636,0.32280606,0.15165575
637,0.32280505,0.1516554
638,0.32280597,0.1516551
639,0.32280186,0.15165477
640,0.32279497,0.15165445
641,0.3227888,0.15165411
642,0.32278627,0.1516538
643,0.3227872,0.15165348
644,0.3227899,0.15165317
645,0.32279438,0.15165284
646,0.322796,0.15165251
647,0.32279617,0.1516522
648,0.32279393,0.1516519
649,0.32279098,0.15165159
650,0.3227894,0.15165126
651,0.3227888,0.15165095
652,0.32278764,0.15165062
653,0.32278356,0.15165032
654,0.32277837,0.15165001
655,0.3227748,0.1516497
656,0.3227773,0.15164939
657,0.32278457,0.1516491
658,0.32279113,0.15164876
659,0.32279184,0.15164845
660,0.3227868,0.15164813
661,0.3227797,0.1516478
662,0.3227748,0.1516475
663,0.32277194,0.15164718
664,0.32276788,0.15164687
665,0.3227666,0.15164654
666,0.32276747,0.15164623
667,0.32276705,0.15164591
668,0.3227664,0.1516456
669,0.3227656,0.15164529
670,0.32276338,0.15164497
671,0.32276094,0.15164466
672,0.32275513,0.15164435
673,0.32275277,0.15164404
674,0.3227536,0.15164371
675,0.32275587,0.15164343
676,0.32275552,0.15164311
677,0.32275283,0.15164278
678,0.3227503,0.15164246
679,0.32274902,0.15164214
680,0.3227467,0.15164185
681,0.32274663,0.15164152
682,0.3227506,0.15164125
683,0.32275438,0.15164092
684,0.32275376,0.15164062
685,0.32275307,0.1516403
686,0.32275382,0.15164001
687,0.3227546,0.15163969
688,0.3227556,0.15163936
689,0.3227575,0.15163903
690,0.32275665,0.15163873
691,0.32275668,0.15163839
692,0.3227563,0.15163806
693,0.3227539,0.1516377
694,0.32275414,0.15163736
695,0.3227562,0.15163703
696,0.32275882,0.15163666
697,0.3227581,0.15163633
698,0.32275465,0.15163597
699,0.32274956,0.15163563
700,0.3227475,0.15163526
701,0.3227471,0.15163487
702,0.32274804,0.1516345
703,0.32274753,0.1516341
704,0.32274747,0.15163371
705,0.32274553,0.15163329
706,0.3227417,0.15163282
707,0.32274297,0.15163237
708,0.3227467,0.15163189
709,0.32274747,0.1516314
710,0.3227488,0.15163092
711,0.3227531,0.15163046
712,0.32275748,0.15163004
713,0.32275483,0.15162963
714,0.32274595,0.15162921
715,0.32273602,0.1516288
716,0.32272893,0.1516284
717,0.3227256,0.151628
718,0.32272777,0.15162763
719,0.32273152,0.15162723
720,0.32273155,0.15162684
721,0.32272992,0.15162648
722,0.3227281,0.15162612
723,0.3227307,0.15162572
724,0.3227334,0.15162535
725,0.32273412,0.15162495
726,0.32272992,0.15162458
727,0.32272148,0.15162422
728,0.3227126,0.15162385
729,0.32270846,0.15162347
730,0.32271048,0.15162309
731,0.32271147,0.15162273
732,0.3227096,0.15162238
733,0.3227051,0.15162201
734,0.32270092,0.15162168
735,0.32270017,0.15162131
736,0.32270372,0.15162097
737,0.3227122,0.15162063
738,0.3227186,0.15162024
739,0.32271504,0.15161988
740,0.32270724,0.15161951
741,0.32270038,0.15161912
742,0.32269746,0.1516187
743,0.3227005,0.15161832
744,0.32270426,0.15161791
745,0.32270193,0.1516175
746,0.3226974,0.15161708
747,0.32269365,0.15161669
748,0.32269418,0.15161629
749,0.32269886,0.1516159
750,0.3227041,0.15161552
751,0.32270294,0.1516151
752,0.3226942,0.15161476
753,0.32268903,0.15161438
754,0.322692,0.15161403
755,0.32269633,0.15161365
756,0.3226989,0.15161328
757,0.32269695,0.1516129
758,0.32269412,0.15161254
759,0.32269096,0.15161215
760,0.32268974,0.15161179
761,0.32268676,0.15161143
762,0.32267985,0.15161105
763,0.32267335,0.1516107
764,0.32267115,0.15161033
765,0.32267478,0.15160991
766,0.32268065,0.15160951
767,0.32268184,0.1516091
768,0.32267672,0.15160869
769,0.32266945,0.15160827
770,0.32266968,0.15160787
771,0.32267252,0.15160748
772,0.32267383,0.15160707
773,0.32267237,0.15160671
774,0.32266784,0.15160632
775,0.32266113,0.15160592
776,0.3226563,0.15160556
777,0.32265162,0.1516052
778,0.3226505,0.15160483
779,0.32265404,0.15160447
780,0.32265922,0.15160415
781,0.32266062,0.1516038
782,0.3226589,0.15160348
783,0.32265615,0.15160313
784,0.32265067,0.15160279
785,0.32264337,0.15160245
786,0.32263926,0.15160213
787,0.32264057,0.15160176
788,0.3226458,0.15160143
789,0.32264405,0.1516011
790,0.32263878,0.15160075
791,0.3226331,0.1516004
792,0.3226319,0.15160006
793,0.32263774,0.1515997
794,0.32263973,0.15159938
795,0.32263154,0.15159902
796,0.32262364,0.15159869
797,0.32262033,0.15159833
798,0.32262173,0.15159799
799,0.32262588,0.15159763
800,0.32262245,0.15159729
801,0.32262218,0.15159693
802,0.32262093,0.1515966
803,0.3226191,0.15159628
804,0.32262042,0.1515959
805,0.32261977,0.15159556
806,0.322618,0.15159522
807,0.3226163,0.15159488
808,0.3226143,0.15159453
809,0.32261252,0.15159416
810,0.3226098,0.15159382
811,0.3226079,0.15159346
812,0.32260674,0.15159312
813,0.32260644,0.15159276
814,0.32260492,0.15159237
815,0.3226014,0.15159202
816,0.32260275,0.15159166
817,0.32260665,0.15159127
818,0.3226138,0.1515909
819,0.32261893,0.15159051
820,0.32261083,0.15159011
821,0.32259795,0.15158974
822,0.3225936,0.15158935
823,0.32260102,0.15158893
824,0.3226102,0.15158856
825,0.3226144,0.15158819
826,0.32260624,0.15158781
827,0.3225918,0.15158744
828,0.32258168,0.15158704
829,0.32258067,0.15158664
830,0.3225867,0.15158622
831,0.32258913,0.15158576
832,0.3225831,0.15158533
833,0.32257745,0.15158483
834,0.32257164,0.15158439
835,0.32256973,0.15158398
836,0.32257733,0.15158361
837,0.32258072,0.15158322
838,0.32258007,0.15158284
839,0.32257867,0.1515825
840,0.32257438,0.15158214
841,0.32256475,0.15158182
842,0.32255623,0.15158147
843,0.3225514,0.15158111
844,0.32255197,0.15158078
845,0.32255796,0.15158041
846,0.3225604,0.15158007
847,0.3225583,0.15157972
848,0.32255352,0.15157938
849,0.32255453,0.15157902
850,0.32255927,0.1515787
851,0.32256407,0.15157832
852,0.3225588,0.151578
853,0.3225476,0.15157765
854,0.3225363,0.1515773
855,0.3225324,0.15157694
856,0.32253867,0.15157658
857,0.32254413,0.15157624
858,0.32254463,0.1515759
859,0.32253486,0.15157557
860,0.32252407,0.15157524
861,0.3225231,0.15157486
862,0.32253224,0.15157454
863,0.32253686,0.15157418
864,0.32253602,0.15157384
865,0.32253125,0.15157346
866,0.3225217,0.15157314
867,0.322524,0.15157276
868,0.32253388,0.15157239
869,0.32254073,0.15157205
870,0.32254145,0.15157168
871,0.32253116,0.15157129
872,0.3225214,0.15157095
873,0.32251686,0.15157059
874,0.32252222,0.15157023
875,0.32252553,0.15156984
876,0.32251915,0.15156949
877,0.32251182,0.1515691
878,0.32251063,0.1515687
879,0.32251787,0.15156831
880,0.32252315,0.15156794
881,0.32252353,0.15156758
882,0.32252467,0.1515672
883,0.32252625,0.15156682
884,0.32252085,0.15156646
885,0.32251006,0.1515661
886,0.32251078,0.15156572
887,0.32251713,0.15156536
888,0.3225185,0.15156499
889,0.32251057,0.15156463
890,0.32250124,0.1515643
891,0.32249808,0.15156397
892,0.32249692,0.15156364
893,0.3224936,0.1515633
894,0.32248777,0.15156299
895,0.32248652,0.15156266
896,0.32248673,0.15156232
897,0.32249695,0.151562
898,0.32250348,0.15156168
899,0.32249743,0.15156135
900,0.32249004,0.15156102
901,0.32249355,0.15156072
902,0.32249945,0.1515604
903,0.3224917,0.15156008
904,0.32247627,0.15155977
905,0.32247177,0.15155947
906,0.32248318,0.15155914
907,0.32250062,0.15155885
908,0.3225005,0.15155852
909,0.32247794,0.1515582
910,0.32245034,0.15155794
911,0.3224494,0.15155762
912,0.3224772,0.15155727
913,0.3225097,0.151557
914,0.3225168,0.15155667
915,0.32249165,0.15155636
916,0.32246783,0.15155604
917,0.3224611,0.15155576
918,0.32246825,0.15155548
919,0.32248247,0.15155515
920,0.32248446,0.15155488
921,0.32247263,0.15155455
922,0.32246318,0.15155426
923,0.32246056,0.15155396
924,0.32246587,0.15155366
925,0.32246915,0.15155338
926,0.32246342,0.15155308
927,0.3224443,0.15155277
928,0.3224334,0.15155247
929,0.32244343,0.15155217
930,0.32246178,0.15155187
931,0.32246503,0.15155156
932,0.32245594,0.15155129
933,0.32245442,0.15155098
934,0.3224492,0.15155067
935,0.3224442,0.15155038
936,0.3224394,0.15155008
937,0.3224381,0.1515498
938,0.32244134,0.15154949
939,0.3224365,0.15154918
940,0.3224414,0.15154889
941,0.32245043,0.1515486
942,0.3224538,0.1515483
943,0.32244316,0.15154798
944,0.32243317,0.15154767
945,0.3224312,0.15154739
946,0.3224377,0.15154706
947,0.32244405,0.15154675
948,0.32244095,0.15154642
949,0.32243463,0.15154609
950,0.32243165,0.15154576
951,0.32243803,0.1515454
952,0.3224478,0.15154508
953,0.3224492,0.1515447
954,0.3224516,0.15154435
955,0.32245123,0.15154396
956,0.32244813,0.15154351
957,0.32244796,0.15154316
958,0.32245445,0.15154283
959,0.3224577,0.15154247
960,0.32245082,0.15154217
961,0.322446,0.15154186
962,0.32245496,0.15154156
963,0.3224683,0.15154126
964,0.3224634,0.15154096
965,0.32244653,0.15154064
966,0.32243282,0.15154032
967,0.32243028,0.15153998
968,0.32243204,0.15153967
969,0.3224319,0.15153937
970,0.3224234,0.15153903
971,0.32241836,0.15153873
972,0.32241422,0.15153843
973,0.32241017,0.15153807
974,0.32240382,0.15153778
975,0.32240596,0.15153746
976,0.32240558,0.15153715
977,0.32239515,0.15153684
978,0.3223817,0.15153651
979,0.32238096,0.1515362
980,0.3223986,0.15153588
981,0.32240695,0.15153557
982,0.32240283,0.15153526
983,0.32239735,0.15153496
984,0.32238904,0.15153465
985,0.32238695,0.15153432
986,0.3223948,0.15153402
987,0.32239863,0.15153375
988,0.32238832,0.15153341
989,0.3223751,0.15153311
990,0.3223649,0.15153278
991,0.32236904,0.15153249
992,0.32238203,0.15153217
993,0.32238534,0.15153188
994,0.32238144,0.15153156
995,0.3223791,0.15153125
996,0.32237938,0.15153092
997,0.32237646,0.15153061
998,0.32236308,0.15153031
999,0.32235703,0.15153
